dc.contributor.advisor,dc.contributor.author,dc.date.accessioned,dc.date.available,dc.date.issued,dc.identifier.uri,dc.relation.ispartofseries,dc.title,dc.description.abstract,dc.identifier.other,dc.format.extent,dc.format.mimetype,dc.language.iso,dc.subject,dc.contributor.other,dc.description.sponsorship,dc.rights,dc.rights.uri,dc.description,dc.identifier.citation,dc.contributor,dc.relation.isversionof,dc.description.degree,dc.relation.isreplacedby,dc.relation.uri,dc.relation.replaces,dc.relation,dc.date.updated,dc.identifier,dc.relation.isreferencedby,dc.contributor.department,dc.type,dspace.orderedauthors,dc.date.submitted,dc.contributor.editor,dc.coverage.spatial,dc.coverage.temporal,eprint.grantNumber,dc.relation.requires,dc.language.rfc3066,dc.publisher,dc.relation.haspart,dc.identifier.oclc
Daniel Sanchez,"Beckmann, Nathan; Sanchez, Daniel",2013-07-31T18:30:05Z,2013-07-31T18:30:05Z,2013-09-01,http://hdl.handle.net/1721.1/79746,MIT-CSAIL-TR-2013-017,Jigsaw: Scalable Software-Defined Caches (Extended Version),"Shared last-level caches, widely used in chip-multiprocessors (CMPs), face two fundamental limitations. First, the latency and energy of shared caches degrade as the system scales up. Second, when multiple workloads share the CMP, they suffer from interference in shared cache accesses. Unfortunately, prior research addressing one issue either ignores or worsens the other: NUCA techniques reduce access latency but are prone to hotspots and interference, and cache partitioning techniques only provide isolation but do not reduce access latency. We present Jigsaw, a technique that jointly addresses the scalability and interference problems of shared caches. Hardware lets software define shares, collections of cache bank partitions that act as virtual caches, and map data to shares. Shares give software full control over both data placement and capacity allocation. Jigsaw implements efficient hardware support for share management, monitoring, and adaptation. We propose novel resource-management algorithms and use them to develop a system-level runtime that leverages Jigsaw to both maximize cache utilization and place data close to where it is used. We evaluate Jigsaw using extensive simulations of 16- and 64-core tiled CMPs. Jigsaw improves performance by up to 2.2x (18% avg) over a conventional shared cache, and significantly outperforms state-of-the-art NUCA and partitioning techniques.",,16 p.,,,"cache, memory, NUCA, partitioning, isolation, multicore, virtual memory",Computation Structures,This work was supported in part by DARPA PERFECT contract HR0011-13-2-0005 and Quanta Computer.,Attribution-NonCommercial-ShareAlike 3.0 Unported,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,,,,,,,2013-07-31T18:30:05Z,,,,,,,,,,,,,,,
Regina Barzilay,"Kushman, Nate; Adib, Fadel; Katabi, Dina; Barzilay, Regina",2013-09-10T21:30:03Z,2013-09-10T21:30:03Z,2013-09-10,http://hdl.handle.net/1721.1/80380,MIT-CSAIL-TR-2013-022,Harvesting Application Information for Industry-Scale Relational Schema Matching,"Consider the problem of migrating a company's CRM or ERP database from one application to another, or integrating two such databases as a result of a merger. This problem requires matching two large relational schemas with hundreds and sometimes thousands of fields. Further, the correct match is likely complex: rather than a simple one-to-one alignment, some fields in the source database may map to multiple fields in the target database, and others may have no equivalent fields in the target database. Despite major advances in schema matching, fully automated solutions to large relational schema matching problems are still elusive. This paper focuses on improving the accuracy of automated large relational schema matching. Our key insight is the observation that modern database applications have a rich user interface that typically exhibits more consistency across applications than the underlying schemas. We associate UI widgets in the application with the underlying database fields on which they operate and demonstrate that this association delivers new information useful for matching large and complex relational schemas. Additionally, we show how to formalize the schema matching problem as a quadratic program, and solve it efficiently using standard optimization and machine learning techniques. We evaluate our approach on real-world CRM applications with hundreds of fields and show that it improves the accuracy by a factor of 2-4x.",,12 p.,,,,Natural Language Processing,,,,,,,,,,,,,2013-09-10T21:30:03Z,,,,,,,,,,,,,,,
Tomaso Poggio,"Ni, Yuzhao; Frogner, Charles A.; Poggio, Tomaso A.",2013-09-19T22:30:06Z,2013-09-19T22:30:06Z,2013-09-19,http://hdl.handle.net/1721.1/80815,MIT-CSAIL-TR-2013-023; CBCL-314,Mouse Behavior Recognition with The Wisdom of Crowd,"In this thesis, we designed and implemented a crowdsourcing system to annotatemouse behaviors in videos; this involves the development of a novel clip-based video labeling tools, that is more efficient than traditional labeling tools in crowdsourcing platform, as well as the design of probabilistic inference algorithms that predict the true labels and the workers' expertise from multiple workers' responses. Our algorithms are shown to perform better than majority vote heuristic. We also carried out extensive experiments to determine the effectiveness of our labeling tool, inference algorithms and the overall system.",,69 p.,,,crowdsourcing; video labeling; human computation; mouse phenotyping; action recognition,Center for Biological and Computational Learning (CBCL),,,,,,,,,,,,,2013-09-19T22:30:06Z,,,,,,,,,,,,,,,
Gerald Sussman,"Panchekha, Pavel; Brodsky, Micah Z. (Micah Zev)",2013-10-09T17:30:04Z,2013-10-09T17:30:04Z,2013-10-08,http://hdl.handle.net/1721.1/81365,MIT-CSAIL-TR-2013-024,Distributed Shared State with History Maintenance,"Shared mutable state is challenging to maintain in a distributed environment. We develop a technique, based on the Operational Transform, that guides independent agents into producing consistent states through inconsistent but equivalent histories of operations. Our technique, history maintenance, extends and streamlines the Operational Transform for general distributed systems. We describe how to use history maintenance to create eventually-consistent, strongly-consistent, and hybrid systems whose correctness is easy to reason about.",,21 p.,,,eventual consistency; distributed systems; operational transform,Mathematics and Computation,,,,,,,,,,,,,2013-10-09T17:30:04Z,,,,,,,,,,,,,,,
Nancy Lynch,"Cornejo, Alejandro; Lynch, Nancy; Sastry, Srikanth",2013-10-10T18:15:04Z,2013-10-10T18:15:04Z,2013-10-10,http://hdl.handle.net/1721.1/81371,MIT-CSAIL-TR-2013-025,Asynchronous Failure Detectors,"Failure detectors -- oracles that provide information about process crashes -- are an important abstraction for crash tolerance in distributed systems. The generality of failure-detector theory, while providing great expressiveness, poses significant challenges in developing a robust hierarchy of failure detectors. We address some of these challenges by proposing (1) a variant of failure detectors called asynchronous failure detectors and (2) an associated modeling framework. Unlike the traditional failure-detector framework, our framework eschews real-time completely. We show that asynchronous failure detectors are sufficiently expressive to include several popular failure detectors including, but not limited to, the canonical Chandra-Toueg failure detectors, Sigma and other quorum failure detectors, Omega, anti-Omega, Omega^k, and Psi_k. Additionally, asynchronous failure detectors satisfy many desirable properties: they are self-implementable, guarantee that stronger asynchronous failure-detectors solve harder problems, and ensure that their outputs encode no information other than the set of crashed processes. We introduce the notion of a failure detector being representative for a problem to capture the idea that some problems encode the same information about process crashes as their weakest failure detectors do. We show that a large class of problems, called bounded problems, do not have representative failure detectors. Finally, we use the asynchronous failure-detector framework to show how sufficiently strong AFDs circumvent the impossibility of consensus in asynchronous systems.",,47 p.,,,,Theory of Computation,,,,This report supersedes MIT-CSAIL-TR-2013-002.,,,,,,,http://hdl.handle.net/1721.1/76716,,2013-10-10T18:15:05Z,,,,,,,,,,,,,,,
Saman Amarasinghe,"Ansel, Jason; Kamil, Shoaib; Veeramachaneni, Kalyan; O'Reilly, Una-May; Amarasinghe, Saman",2013-11-01T20:30:03Z,2013-11-01T20:30:03Z,2013-11-01,http://hdl.handle.net/1721.1/81958,MIT-CSAIL-TR-2013-026,OpenTuner: An Extensible Framework for Program Autotuning,"Program autotuning has been shown to achieve better or more portable performance in a number of domains. However, autotuners themselves are rarely portable between projects, for a number of reasons: using a domain-informed search space representation is critical to achieving good results; search spaces can be intractably large and require advanced machine learning techniques; and the landscape of search spaces can vary greatly between different problems, sometimes requiring domain specific search techniques to explore efficiently. This paper introduces OpenTuner, a new open source framework for building domain-specific multi-objective program autotuners. OpenTuner supports fully-customizable configuration representations, an extensible technique representation to allow for domain-specific techniques, and an easy to use interface for communicating with the program to be autotuned. A key capability inside OpenTuner is the use of ensembles of disparate search techniques simultaneously; techniques that perform well will dynamically be allocated a larger proportion of tests. We demonstrate the efficacy and generality of OpenTuner by building autotuners for 6 distinct projects and 14 total benchmarks, showing speedups over prior techniques of these projects of up to 2.8x with little programmer effort.",,13 p.,,,,Computer Architecture,"This work is partially supported by DOE award DE-SC0005288 and DOD DARPA award HR0011-10-9-0009.  This research used resources of the National Energy Research Scientific Computing Center, which is supported by the Office of Science of the U.S. Department of Energy under Contract No. DE-AC02-05CH11231.",,,,,,,,,,,,2013-11-01T20:30:03Z,,,,,,,,,,,,,,,
Patrick Winston,"Finlayson, Mark Alan",2013-11-01T17:18:16Z,2013-11-01T17:18:16Z,2013-11-01,http://hdl.handle.net/1721.1/81949,,Code for Java Libraries for Accessing the Princeton Wordnet: Comparison and Evaluation,"This archive contains the code and data for running the evaluations described in: Finlayson, Mark Alan (2014) ""Java Libraries for Accessing the Princeton Wordnet: comparison and Evaluation"" in Proceedings of the 7th Global Wordnet Conference (GWC 2014). Tartu, Estonia, 25-29 January 2014. The archive contains five Eclipse projects (compatible with Eclipse 3.8.0) that may be imported directly into an Eclipse workspace. You will need a Java 1.4, 1.5, and 1.6 JRE to run all the code in the archive. Paper abstract: Java is a popular programming language for natural language processing. I compare and evaluate 12 Java libraries designed to access the information in the original Princeton Wordnet databases. From this comparison emerges a set of decision criteria that will enable a user to pick the library most suited to their purposes. I identify five deciding features: (1) availability of similarity metrics; (2) support for editing; (3) availability via Maven; (4) compatibility with retired Java versions; and (5) support for Enterprise Java. I also provide a comparison of other features of each library, the information exposed by each API, and the versions of Wordnet each library supports, and I evaluate each library for the speed of various retrieval operations. In the case that the user's application does not require one of the deciding features, I show that my library, JWI, the MIT Java Wordnet Interface, is the highest-performance, widest-coverage, easiest-to-use library available.",,,,,,Genesis,,Creative Commons Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,,,,,,,,,,2013-11-01T17:18:17Z,,,,,,,,,,,,,,,
Tomas Lozano-Perez,"Perez, Alejandro",2013-11-18T20:00:08Z,2013-11-18T20:00:08Z,2013-11-18,http://hdl.handle.net/1721.1/82462,MIT-CSAIL-TR-2013-027,On Randomized Path Coverage of Configuration Spaces,We present a sampling-based algorithm that generates a set of locally-optimal paths that differ in visibility.,,13 p.,,,,Learning and Intelligent Systems,,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,,,,,,,2013-11-18T20:00:09Z,,,,,,,,,,,,,,,
Sam Madden,"Taft, Rebecca; Vartak, Manasi; Satish, Nadathur Rajagopalan; Sundaram, Narayanan; Madden, Samuel; Stonebraker, Michael",2013-11-20T17:00:05Z,2013-11-20T17:00:05Z,2013-11-19,http://hdl.handle.net/1721.1/82517,MIT-CSAIL-TR-2013-028,GenBase: A Complex Analytics Genomics Benchmark,"This paper introduces a new benchmark, designed to test database management system (DBMS) performance on a mix of data management tasks (joins, filters, etc.) and complex analytics (regression, singular value decomposition, etc.) Such mixed workloads are prevalent in a number of application areas, including most science workloads and web analytics. As a specific use case, we have chosen genomics data for our benchmark, and have constructed a collection of typical tasks in this area. In addition to being representative of a mixed data management and analytics workload, this benchmark is also meant to scale to large dataset sizes and multiple nodes across a cluster. Besides presenting this benchmark, we have run it on a variety of storage systems including traditional row stores, newer column stores, Hadoop, and an array DBMS. We present performance numbers on all systems on single and multiple nodes, and show that performance differs by orders of magnitude between the various solutions. In addition, we demonstrate that most platforms have scalability issues. We also test offloading the analytics onto a coprocessor. The intent of this benchmark is to focus research interest in this area; to this end, all of our data, data generators, and scripts are available on our web site.",,12 p.,,,,Database,,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,,,,,,,2013-11-20T17:00:05Z,,,,,,,,,,,,,,,
Silvio Micali,"Chiesa, Alessandro; Micali, Silvio; Zhu, Zeyuan Allen",2013-12-03T20:45:05Z,2013-12-03T20:45:05Z,2013-12-03,http://hdl.handle.net/1721.1/82632,MIT-CSAIL-TR-2013-029,Bridging Utility Maximization and Regret Minimization,"We relate the strategies obtained by (1) utility maximizers who use regret to refine their set of undominated strategies, and (2) regret minimizers who use weak domination to refine their sets of regret-minimizing strategies.",,9 p.,,,,Theory of Computation,,,,,,,,,,,,,2013-12-03T20:45:05Z,,,,,,,,,,,,,,,
Dina Katabi,"Adib, Fadel; Kabelac, Zach; Katabi, Dina; Miller, Robert C.",2013-12-11T18:30:03Z,2013-12-11T18:30:03Z,2013-12-11,http://hdl.handle.net/1721.1/82913,MIT-CSAIL-TR-2013-030,3D Tracking via Body Radio Reflections,"This paper introduces WiTrack, a system that tracks the 3D motion of a user from the radio signals reflected off her body. It works even if the person is occluded from the WiTrack device or in a different room. WiTrack does not require the user to carry any wireless device, yet its accuracy exceeds current RF localization systems, which require the user to hold a transceiver. Empirical measurements with a WiTrack prototype show that, on average, it localizes the center of a human body to within 10 to 13 cm in the x and y dimensions, and 21 cm in the z dimension. It also provides coarse tracking of body parts, identifying the direction of a pointing hand with a median of 11.2 degrees. WiTrack bridges a gap between RF-based localization systems which locate a user through walls and occlusions, and human-computer interaction systems like WiTrack, which can track a user without instrumenting her body, but require the user to stay within the direct line of sight of the device.",,13 p.,,,Seeing Through Walls; 3D Motion Tracking; Wireless Signals; Body Reflections,Networks & Mobile Systems,,,,,,,,,,,,,2013-12-11T18:30:03Z,,,,,,,,,,,,,,,
Brian Williams,"Timmons, Eric",2018-01-30T23:46:03Z,2018-01-30T23:46:03Z,2013-12-11,http://hdl.handle.net/1721.1/113364,MIT-CSAIL-TR-2018-004,"Fast, Approximate State Estimation of Concurrent Probabilistic Hybrid Automata","It is an undeniable fact that autonomous systems are simultaneously becoming more common place, more complex, and deployed in more inhospitable environments. Examples include smart homes, smart cars, Mars rovers, unmanned aerial vehicles, and autonomous underwater vehicles. A common theme that all of these autonomous systems share is that in order to appropriately control them and prevent mission failure, they must be able to quickly estimate their internal state and the state of the world. A natural representation of many real world systems is to describe them in terms of a mixture of continuous and discrete variables. Unfortunately, hybrid estimation is typically intractable due to the large space of possible assignments to the discrete variables. In this thesis, we investigate how to incorporate conflict directed techniques from the consistency-based, model-based diagnosis community into a hybrid framework that is no longer purely consistency based. We introduce a novel search algorithm, A&#8727; with Bounding Conflicts, that uses conflicts to not only record infeasiblilities, but also learn where in the search space the heuristic function provided to the A&#8727; search is weak (possibly due to heavy to moderate sensor or process noise). Additionally, we describe a hybrid state estimation algorithm that uses this new search to perform estimation on hybrid discrete/continuous systems.",,73 p.,,,,Model-based Embedded and Robotic Systems,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International,http://creativecommons.org/licenses/by-nc-nd/4.0/,SM thesis,,,,,,,,,2018-01-30T23:46:03Z,,,,,,,,,,,,,,,
Martin Rinard,"Misailovic, Sasa; Rinard, Martin",2013-12-30T20:00:02Z,2013-12-30T20:00:02Z,2013-12-29,http://hdl.handle.net/1721.1/83397,MIT-CSAIL-TR-2013-031,Synthesis of Randomized Accuracy-Aware Map-Fold Programs,"We present Syndy, a technique for automatically synthesizing randomized map/fold computations that trade accuracy for performance. Given a specification of a fully accurate computation, Syndy automatically synthesizes approximate implementations of map and fold tasks, explores the approximate computation space that these approximations induce, and derives an accuracy versus performance tradeoff curve that characterizes the explored space. Each point on the curve corresponds to an approximate randomized program configuration that realizes the probabilistic error and time bounds associated with that point.",,22 p.,,,,Computer Architecture,,,,,,,,,,,,,2013-12-30T20:00:02Z,,,,,,,,,,,,,,,
Martin Rinard,"Misailovic, Sasa; Carbin, Michael; Achour, Sara; Qi, Zichao; Rinard, Martin",2014-01-09T23:45:05Z,2014-01-09T23:45:05Z,2014-01-09,http://hdl.handle.net/1721.1/83843,MIT-CSAIL-TR-2014-001,Reliability-Aware Optimization of Approximate Computational Kernels with Rely,"Emerging high-performance architectures are anticipated to contain unreliable components (e.g., ALUs) that offer low power consumption at the expense of soft errors. Some applications (such as multimedia processing, machine learning, and big data analytics) can often naturally tolerate soft errors and can therefore trade accuracy of their results for reduced energy consumption by utilizing these unreliable hardware components. We present and evaluate a technique for reliability-aware optimization of approximate computational kernel implementations. Our technique takes a standard implementation of a computation and automatically replaces some of its arithmetic operations with unreliable versions that consume less power, but may produce incorrect results with some probability. Our technique works with a developer-provided specification of the required reliability of a computation -- the probability that it returns the correct result -- and produces an unreliable implementation that satisfies that specification. We evaluate our approach on five applications from the image processing, numerical analysis, and financial analysis domains and demonstrate how our technique enables automatic exploration of the trade-off between the reliability of a computation and its performance.",,11 p.,,,,Computer Architecture,,,,,,,,,,,,,2014-01-09T23:45:06Z,,,,,,,,,,,,,,,
Frans Kaashoek,"Beckmann, Nathan Z.; Gruenwald III, Charles; Johnson, Christopher R.; Kasture, Harshad; Sironi, Filippo; Agarwal, Anant; Kaashoek, M. Frans; Zeldovich, Nickolai",2014-01-29T19:30:05Z,2014-01-29T19:30:05Z,2014-01-28,http://hdl.handle.net/1721.1/84608,MIT-CSAIL-TR-2014-002,PIKA: A Network Service for Multikernel Operating Systems,"PIKA is a network stack designed for multikernel operating systems that target potential future architectures lacking cache-coherent shared memory but supporting message passing. PIKA splits the network stack into several servers that communicate using a low-overhead message passing layer. A key challenge faced by PIKA is the maintenance of shared state, such as a single accept queue and load balance information. PIKA addresses this challenge using a speculative 3-way handshake for connection acceptance, and a new distributed load balancing scheme for spreading connections. A PIKA prototype achieves competitive performance, excellent scalability, and low service times under load imbalance on commodity hardware. Finally, we demonstrate that splitting network stack processing by function across separate cores is a net loss on commodity hardware, and we describe conditions under which it may be advantageous.",,14  p.,,,Operating Systems; Multi-kernel; Micro-kernel; Scalability; Networking,Parallel and Distributed Operating Systems,,,,,,,,,,,,,2014-01-29T19:30:05Z,,,,,,,,,,,,,,,
Seth Teller,"Fallon, Maurice; Kuindersma, Scott; Karumanchi, Sisir; Antone, Matthew; Schneider, Toby; Dai, Hongkai; Perez D'Arpino, Claudia; Deits, Robin; DiCicco, Matt; Fourie, Dehann; Koolen, Twan; Marion, Pat; Posa, Michael; Valenzuela, Andres; Yu, Kuan-Ting; Shah, Julie; Iagnemma, Karl; Tedrake, Russ; Teller, Seth",2014-03-17T21:30:06Z,2014-03-17T21:30:06Z,2014-03-16,http://hdl.handle.net/1721.1/85690,MIT-CSAIL-TR-2014-003,An Architecture for Online Affordance-based Perception and Whole-body Planning,"The DARPA Robotics Challenge Trials held in December 2013 provided a landmark demonstration of dexterous mobile robots executing a variety of tasks aided by a remote human operator using only data from the robot's sensor suite transmitted over a constrained, field-realistic communications link. We describe the design considerations, architecture, implementation and performance of the software that Team MIT developed to command and control an Atlas humanoid robot. Our design emphasized human interaction with an efficient motion planner, where operators expressed desired robot actions in terms of affordances fit using perception and manipulated in a custom user interface. We highlight several important lessons we learned while developing our system on a highly compressed schedule.",,29 p.,,,,"Robotics, Vision & Sensor Networks",,Creative Commons Attribution 4.0 International,http://creativecommons.org/licenses/by/4.0/,,,,,,,,,,2014-03-17T21:30:06Z,,,,,,,,,,,,,,,
Patrick Winston,"Finlayson, Mark A.; Halverson, Jeffry R.; Corman, Steven R.",2014-03-22T16:45:08Z,2014-03-22T16:45:08Z,2014-03-22,http://hdl.handle.net/1721.1/85893,,The N2 Corpus v1.0,"The N2 Corpus (Narrative Networks Corpus) comprises 100 story texts (42,480 words) relevant to Islamist Extremism, drawn from religious stories, online material, and promotional magazines. The corpus has been annotated for 14 different layers of syntax and semantics. This v1.0 version is missing 33 texts that will be added in later versions. The corpus is described in: Mark A. Finlayson, Jeffry R. Halverson, and Steven R. Corman (2014) ""The N2 Corpus: A semantically annotated collection of Islamist extremist stories"", Proceedings of the 9th Language Resources and Evaluation Conference (LREC), Reykjavik, Iceland.",,,,,,Genesis,,Creative Commons Attribution 4.0 International,http://creativecommons.org/licenses/by/4.0/,,,,,,,,,,2014-03-22T16:45:08Z,,,,,,,,,,,,,MIT CSAIL,,
Hari Balakrishnan,"LaCurts, Katrina; Mogul, Jeffrey C.; Balakrishnan, Hari; Turner, Yoshio",2014-03-31T20:15:06Z,2014-03-31T20:15:06Z,2014-03-24,http://hdl.handle.net/1721.1/85975,MIT-CSAIL-TR-2014-004,Cicada: Predictive Guarantees for Cloud Network Bandwidth,"In cloud-computing systems, network-bandwidth guarantees have been shown to improve predictability of application performance and cost. Most previous work on cloud-bandwidth guarantees has assumed that cloud tenants know what bandwidth guarantees they want. However, application bandwidth demands can be complex and time-varying, and many tenants might lack sufficient information to request a bandwidth guarantee that is well-matched to their needs. A tenant's lack of accurate knowledge about its future bandwidth demands can lead to over-provisioning (and thus reduced cost-efficiency) or under-provisioning (and thus poor user experience in latency-sensitive user-facing applications). We analyze traffic traces gathered over six months from an HP Cloud Services datacenter, finding that application bandwidth consumption is both time-varying and spatially inhomogeneous. This variability makes it hard to predict requirements. To solve this problem, we develop a prediction algorithm usable by a cloud provider to suggest an appropriate bandwidth guarantee to a tenant. The key idea in the prediction algorithm is to treat a set of previously observed traffic matrices as ""experts"" and learn online the best weighted linear combination of these experts to make its prediction. With tenant VM placement using these predictive guarantees, we find that the inter-rack network utilization in certain datacenter topologies can be more than doubled.",,13 p.,,,networking; machine learning; traffic prediction,Networks & Mobile Systems,,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,,,,,,2014-03-31T20:15:06Z,,,,,,,,,,,,,,,
Boris Katz,"Borchardt, Gary C.",2014-04-14T23:00:06Z,2014-04-14T23:00:06Z,2014-04-09,http://hdl.handle.net/1721.1/86174,MIT-CSAIL-TR-2014-005,"Moebius Language Reference, Version 1.2","Moebius is a representation and interface language based on a subset of English. It is designed for use as a means of encoding information and as a means of conveying information between software components and other software components, between software components and humans, and between data repositories and their users -- human or machine. This report describes the structure and use of the Moebius language and presents three applications of the language to date.",,31 p.,,,,Infolab,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International,http://creativecommons.org/licenses/by-nc-nd/4.0/,,,,,,,,,,2014-04-14T23:00:07Z,,,,,,,,,,,,,,,
Sam Madden,"Cheung, Alvin; Madden, Samuel; Solar-Lezama, Armando",2014-04-14T23:00:03Z,2014-04-14T23:00:03Z,2014-04-14,http://hdl.handle.net/1721.1/86173,MIT-CSAIL-TR-2014-006,Sloth: Being Lazy is a Virtue (When Issuing Database Queries),"Many web applications store persistent data in databases. During execution, such applications spend a significant amount of time communicating with the database for retrieval and storing of persistent data over the network. These network round trips represent a significant fraction of the overall execution time for many applications and as a result increase their latency. While there has been prior work that aims to eliminate round trips by batching queries, they are limited by 1) a requirement that developers manually identify batching opportunities, or 2) the fact that they employ static program analysis techniques that cannot exploit many opportunities for batching. In this paper, we present Sloth, a new system that extends traditional lazy evaluation to expose query batching opportunities during application execution, even across loops, branches, and method boundaries. We evaluated Sloth using over 100 benchmarks from two large-scale open-source applications, and achieved up to a 3x reduction in page load time by delaying computation.",,21 p.,,,network round trips; application optimization; database applications; compilers; lazy evaluation,Database,,,,,,,,,,,,,2014-04-14T23:00:03Z,,,,,,,,,,,,,,,
Daniel Jackson,"Near, Joseph P.; Jackson, Daniel",2014-04-24T19:30:05Z,2014-04-24T19:30:05Z,2014-04-22,http://hdl.handle.net/1721.1/86235,MIT-CSAIL-TR-2014-007,Symbolic Execution for (Almost) Free: Hijacking an Existing Implementation to Perform Symbolic Execution,"Symbolic execution of a language is traditionally achieved by replacing the language s interpreter with an entirely new interpreter. This may be an unnecessary burden, and it is tempting instead to try to use as much of the existing interpret infrastructure as possible, both for handling aspects of the computation that are not symbolic, and for propagating symbolic ones. This approach was used to implement Rubicon, a bounded verification system for Ruby on Rails web applications, in less than 1000 lines of Ruby code. Rubicon uses symbolic execution to derive verification conditions from Rails applications and an off-the-shelf solver to check them. Despite its small size, Rubicon has been used to find previously unknown bugs in open-source Rails applications. The key idea is to encode symbolic values and operations in a library written in the target language itself, overriding only a small part of the standard interpreter. We formalize this approach, showing that replacing a few key operators with symbolic versions in a standard interpreter gives the same effect as replacing the entire interpreter with a symbolic one.",,12 p.,,,symbolic execution; web applications; security; verification,Software Design,,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,,,,,,2014-04-24T19:30:05Z,,,,,,,,,,,,,,,
William Freeman,"Wadhwa, Neal; Rubinstein, Michael; Durand, Fredo; Freeman, William T.",2014-04-28T18:30:10Z,2014-04-28T18:30:10Z,2014-04-26,http://hdl.handle.net/1721.1/86300,MIT-CSAIL-TR-2014-009,Quaternionic Representation of the Riesz Pyramid for Video Magnification,"Recently, we presented a new image pyramid, called the Riesz pyramid, that uses the Riesz transform to manipulate the phase in non-oriented sub-bands of an image sequence to produce real-time motion-magnified videos. In this report we give a quaternionic formulation of the Riesz pyramid, and show how several seemingly heuristic choices in how to use the Riesz transform for phase-based video magnification fall out of this formulation in a natural and principled way. We intend this report to accompany the original paper on the Riesz pyramid for video magnification.",,5 p.,,,,Vision,,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,,,,,,2014-04-28T18:30:10Z,,,,,,,,,,,,,,,
Dina Katabi,"Adib, Fadel; Kabelac, Zachary; Katabi, Dina",2014-04-28T18:30:06Z,2014-04-28T18:30:06Z,2014-04-26,http://hdl.handle.net/1721.1/86299,MIT-CSAIL-TR-2014-008,Multi-Person Motion Tracking via RF Body Reflections,"Recently, we have witnessed the emergence of technologies that can localize a user and track her gestures based purely on radio reflections off the person's body. These technologies work even if the user is behind a wall or obstruction. However, for these technologies to be fully practical, they need to address major challenges such as scaling to multiple people, accurately localizing them and tracking their gestures, and localizing static users as opposed to requiring the user to move to be detectable. This paper presents WiZ, the first multi-person centimeter-scale motion tracking system that pinpoints people's locations based purely on RF reflections off their bodies. WiZ can also locate static users by sensing minute changes in their RF reflections due to breathing. Further, it can track concurrent gestures made by different individuals, even when they carry no wireless device on them. We implement a prototype of WiZ and show that it can localize up to five users each with a median accuracy of 8-18 cm and 7-11 cm in the x and y dimensions respectively. WiZ can also detect 3D pointing gestures of multiple users with a median orientation error of 8 -16 degrees for each of them. Finally, WiZ can track breathing motion and output the breath count of multiple people with high accuracy.",,14 p.,,,,Networks & Mobile Systems,,,,,,,,,,,,,2014-04-28T18:30:06Z,,,,,,,,,,,,,,,
Dina Katabi,"Abari, Omid; Rahul, Hariharan; Katabi, Dina",2014-04-28T18:30:03Z,2014-04-28T18:30:03Z,2014-04-27,http://hdl.handle.net/1721.1/86298,MIT-CSAIL-TR-2014-010,One Clock to Rule Them All: A Primitive for Distributed Wireless Protocols at the Physical Layer,"Implementing distributed wireless protocols at the physical layer today is challenging because different nodes have different clocks, each of which has slightly different frequencies. This causes the nodes to have frequency offset relative to each other, as a result of which transmitted signals from these nodes do not combine in a predictable manner over time. Past work tackles this challenge and builds distributed PHY layer systems by attempting to address the effects of the frequency offset and compensating for it in the transmitted signals. In this paper, we address this challenge by addressing the root cause - the different clocks with different frequencies on the different nodes. We present AirClock, a new wireless coordination primitive that enables multiple nodes to act as if they are driven by a single clock that they receive wirelessly over the air. AirClock presents a synchronized abstraction to the physical layer, and hence enables direct implementation of diverse kinds of distributed PHY protocols. We illustrate AirClock's versatility by using it to build three different systems: distributed MIMO, distributed rate adaptation for wireless sensors, and pilotless OFDM, and show that they can provide significant performance benefits over today's systems.",,14 p.,,,Clock Synchronization; Wireless; Distributed MIMO; Distributed Rate Adaptation; Frequency Synchronization; Wireless Sensor Networks,Networks & Mobile Systems,,,,,,,,,,,,,2014-04-28T18:30:03Z,,,,,,,,,,,,,,,
